question_type,level_1,document_id,document_source,document_url,category,umls_cui,umls_semantic_types,umls_semantic_group,synonyms,question_id,question_focus,question,answer
outlook,10942,0000215,NINDS,http://www.ninds.nih.gov/disorders/neurosarcoidosis/neurosarcoidosis.htm,,C0393485,T047,Disorders,,0000215-3,Neurosarcoidosis,What is the outlook for Neurosarcoidosis?,"The prognosis for patients with neurosarcoidosis varies. Approximately two-thirds of those with the condition will recover completely; the remainder will have a chronically progressing or on-and-off course of illness. Complications resulting from immunosuppressive treatments, such as cryptococcal and tuberculous meningitis, progressive multifocal leukoencephalopathy, and inclusion body myositis, may be fatal for a small percentage of individuals."
outlook,11550,0000246,NINDS,http://www.ninds.nih.gov/disorders/restless_legs/restless_legs.htm,,C0035258,T047,Disorders,,0000246-3,Restless Legs Syndrome,What is the outlook for Restless Legs Syndrome?,"RLS is generally a life-long condition for which there is no cure. Symptoms may gradually worsen with age. Nevertheless, current therapies can control the disorder, minimizing symptoms and increasing periods of restful sleep. In addition, some individuals have remissions, periods in which symptoms decrease or disappear for days, weeks, or months, although symptoms usually eventually reappear."
outlook,11298,0000106,NINDS,http://www.ninds.nih.gov/disorders/diabetic/diabetic.htm,,C0011882,T047,Disorders,,0000106-3,Diabetic Neuropathy,What is the outlook for Diabetic Neuropathy?,"The prognosis for diabetic neuropathy depends largely on how well the underlying condition of diabetes is handled. Treating diabetes may halt progression and improve symptoms of the neuropathy, but recovery is slow. The painful sensations of diabetic neuropathy may become severe enough to cause depression in some patients."
outlook,10846,0000149,NINDS,http://www.ninds.nih.gov/disorders/ramsay2/ramsay2.htm,,C0017409,T047,Disorders,,0000149-3,Herpes Zoster Oticus,What is the outlook for Herpes Zoster Oticus?,"Generally, the prognosis of herpes zoster oticus is good. However, in some cases, hearing loss may be permanent. Vertigo may last for days or weeks. Facial paralysis may be temporary or permanent."
outlook,11222,0000104,NINDS,http://www.ninds.nih.gov/disorders/dyspraxia/dyspraxia.htm,,C0011757,T048,Disorders,,0000104-3,Developmental Dyspraxia,What is the outlook for Developmental Dyspraxia?,Developmental dyspraxia is a lifelong disorder. Many individuals are able to compensate for their disabilities through occupational and speech therapy.
outlook,11646,0000168,NINDS,http://www.ninds.nih.gov/disorders/kearns_sayre/kearns_sayre.htm,,C0022541|C0039082,T047,Disorders,,0000168-3,Kearns-Sayre Syndrome,What is the outlook for Kearns-Sayre Syndrome?,KSS is a slowly progressive disorder. The prognosis for individuals with KSS varies depending on the severity and the number of organs involved. Early diagnosis and periodic electrocardiogram (ECG) are important since heart block can cause death in 20 percent of patients. Early pacemaker implantation can be of great benefit and offer a longer life expectancy in many patients.
outlook,11420,0000054,NINDS,http://www.ninds.nih.gov/disorders/brown_sequard/brown-sequard.htm,,C0242644,T047,Disorders,,0000054-3,Brown-Sequard Syndrome,What is the outlook for Brown-Sequard Syndrome?,The prognosis for individuals with BSS varies depending on the cause of the disorder.
outlook,11830,0000225,NINDS,http://www.ninds.nih.gov/disorders/paroxysmal_hemicrania/paroxysmal_hemicrania.htm,,C1399352,T047,Disorders,,0000225-3,Paroxysmal Hemicrania,What is the outlook for Paroxysmal Hemicrania?,Many patients experience complete to near-complete relief of symptoms following physician-supervised medical treatment. Paroxysmal hemicrania may last indefinitely but has been known to go into remission or stop spontaneously.
outlook,11562,0000085,NINDS,http://www.ninds.nih.gov/disorders/myopathy_congenital/myopathy_congenital.htm,,C0270960,T019,Disorders,,0000085-3,Congenital Myopathy,What is the outlook for Congenital Myopathy?,"When breathing difficulties are severe, and particularly if there is also a problem with feeding and swallowing, infants may die of respiratory failure or complications such as pneumonia. Sometimes muscle weakness can lead to skeletal problems, such as scoliosis, reduced mobility of joints, or hip problems. The heart muscle is rarely involved."
outlook,11818,0000027,NINDS,http://www.ninds.nih.gov/disorders/arachnoid_cysts/arachnoid_cysts.htm,,C0078981,T047,Disorders,,0000027-3,Arachnoid Cysts,What is the outlook for Arachnoid Cysts?,"Untreated, arachnoid cysts may cause permanent severe neurological damage when progressive expansion of the cyst(s) or bleeding into the cyst injures the brain or spinal cord. Symptoms usually resolve or improve with treatment."
outlook,10898,0000016,NINDS,http://www.ninds.nih.gov/disorders/alternatinghemiplegia/alternatinghemiplegia.htm,,C0338488|C0278110|C0018991,T047|T184,Disorders,,0000016-3,Alternating Hemiplegia,What is the outlook for Alternating Hemiplegia?,"Children with the benign form of alternating hemiplegia have a good prognosis. Those who experience the more severe form have a poor prognosis because intellectual and mental capacities do not respond to drug therapy, and balance and gait problems continue. Over time, walking unassisted becomes difficult or impossible."
outlook,11034,0000164,NINDS,http://www.ninds.nih.gov/disorders/iniencephaly/Iniencephaly.htm,,C0152234,T019,Disorders,,0000164-3,Iniencephaly,What is the outlook for Iniencephaly?,The prognosis for infants with iniencephaly is extremely poor. Newborns seldom survive much past childbirth. The distortions of the babys body also pose a danger to the mother's life during delivery.
outlook,11802,0000153,NINDS,http://www.ninds.nih.gov/disorders/hydranencephaly/hydranencephaly.htm,,C0020225,T019,Disorders,,0000153-3,Hydranencephaly,What is the outlook for Hydranencephaly?,"The outlook for children with hydranencephaly is generally poor, and many children with this disorder die before age 1. However, in rare cases, children with hydranencephaly may survive for several years or more."
outlook,11086,0000089,NINDS,http://www.ninds.nih.gov/disorders/cjd/cjd.htm,,C0022336|C0012634,T047,Disorders,,0000089-3,Creutzfeldt-Jakob Disease,What is the outlook for Creutzfeldt-Jakob Disease?,"About 70 percent of individuals die within one year. In the early stages of disease, people may have failing memory, behavioral changes, lack of coordination and visual disturbances. As the illness progresses, mental deterioration becomes pronounced and involuntary movements, blindness, weakness of extremities, and coma may occur."
outlook,11234,0000139,NINDS,http://www.ninds.nih.gov/disorders/krabbe/krabbe.htm,,C0023521,T047,Disorders,,0000139-3,Krabbe Disease,What is the outlook for Krabbe Disease?,Krabbe disease in infants is generally fatal before age 2. Individuals with a later onset form of the disease generally have a milder course of the disease and live significantly longer.
outlook,11782,0000026,NINDS,http://www.ninds.nih.gov/disorders/apraxia/apraxia.htm,,C0003635,T048,Disorders,,0000026-3,Apraxia,What is the outlook for Apraxia?,The prognosis for individuals with apraxia varies and depends partly on the underlying cause. Some individuals improve significantly while others may show very little improvement.
outlook,11328,0000269,NINDS,http://www.ninds.nih.gov/disorders/tourette/tourette.htm,,C0040517,T047,Disorders,,0000269-3,Tourette Syndrome,What is the outlook for Tourette Syndrome?,"Although TS can be a chronic condition with symptoms lasting a lifetime, most people with the condition experience their worst symptoms in their early teens, with improvement occurring in the late teens and continuing into adulthood. As a result, some individuals may actually become symptom free or no longer need medication for tic suppression."
outlook,11530,0000078,NINDS,http://www.ninds.nih.gov/disorders/postural_tachycardia_syndrome/postural_tachycardia_syndrome.htm,,C1299624|C3827868|C0039231,T047|T033|T184,Disorders,,0000078-3,Postural Tachycardia Syndrome,What is the outlook for Postural Tachycardia Syndrome?,"POTS may follow a relapsing-remitting course, in which symptoms come and go, for years. In most cases (approximately 80 percent), an individual with POTS improves to some degree and becomes functional, although some residual symptoms are common."
outlook,11566,0000091,NINDS,http://www.ninds.nih.gov/disorders/cushings/cushings.htm,,C0010481|C0039082,T047,Disorders,,0000091-3,Cushing's Syndrome,What is the outlook for Cushing's Syndrome?,"The prognosis for those with Cushing's syndrome varies depending on the cause of the disease. Most cases of Cushing's syndrome can be cured. Many individuals with Cushing's syndrome show significant improvement with treatment, although some may find recovery complicated by various aspects of the causative illness. Some kinds of tumors may recur."
outlook,11002,0000204,NINDS,http://www.ninds.nih.gov/disorders/msa_orthostatic_hypotension/msa_orthostatic_hypotension.htm,,C0393571|C0020651|C0037019,T047|T033,Disorders,,0000204-3,Multiple System Atrophy with Orthostatic Hypotension,What is the outlook for Multiple System Atrophy with Orthostatic Hypotension?,Most individuals with multiple system atrophy with orthostatic hypotension die within 7 to 10 years after the onset of symptoms. A problem with the respiratory system is the most common cause of death.
outlook,11642,0000183,NINDS,http://www.ninds.nih.gov/disorders/lipoid_proteinosis/lipoid_proteinosis.htm,,C0023795,T047,Disorders,,0000183-3,Lipoid Proteinosis,What is the outlook for Lipoid Proteinosis?,"Lipoid proteinosis has a stable or slowly progressive course. Children with LP may have behavioral or learning difficulties, along with seizures. Obstruction in the throat may require a tracheostomy. Mortality rates in infants and adults are slightly increased because of problems with throat obstructions and upper respiratory tract infections."
outlook,11794,0000146,NINDS,http://www.ninds.nih.gov/disorders/neuropathy_hereditary/neuropathy_hereditary.htm,,C0598589|C0442874,T047,Disorders,,0000146-3,Hereditary Neuropathies,What is the outlook for Hereditary Neuropathies?,The prognosis for individuals with hereditary neuropathies depends upon the type of neuropathy. Some hereditary neuropathies have very mild symptoms and may go undiagnosed for many years. Other types are more severe and are associated with more disabilities. Genetic counseling is important to understand further details about the disease and prognosis.
outlook,11146,0000049,NINDS,http://www.ninds.nih.gov/disorders/brachial_plexus_birth/brachial_plexus_birth.htm,,C0270898|C0522224,T047|T033,Disorders,,0000049-3,Erb-Duchenne and Dejerine-Klumpke Palsies,What is the outlook for Erb-Duchenne and Dejerine-Klumpke Palsies?,"The site and type of brachial plexus injury determines the prognosis. For avulsion and rupture injuries, there is no potential for recovery unless surgical reconnection is made in a timely manner. The potential for recovery varies for neuroma and neuropraxia injuries. Most individuals with neuropraxia injuries recover spontaneously with a 90-100 percent return of function."
outlook,11822,0000033,NINDS,http://www.ninds.nih.gov/disorders/a_t/a-t.htm,,C0004135|C0039446|C1963248,T019|T047|T033,Disorders,,0000033-3,Ataxia Telangiectasia,What is the outlook for Ataxia Telangiectasia?,"Average lifespan has been improving for years, for unknown reasons, and varies with the severity of the underlying mutations, ATM (ataxia-telangiectasia mutated) protein levels, and residual ATM kinase activity. Some individuals with later onset of disease and slower progression survive into their 50s."
outlook,11054,0000039,NINDS,http://www.ninds.nih.gov/disorders/batten/batten.htm,,C0751383|C0012634,T047,Disorders,,0000039-3,Batten Disease,What is the outlook for Batten Disease?,"Over time, affected children suffer cognitive impairment, worsening seizures, and progressive loss of sight and motor skills. Eventually, children with Batten disease become blind, bedridden, and demented. Batten disease is often fatal by the late teens or twenties."
